scenario_id,repo_full,scenario_type,affected_metrics,dimensionality,magnitude_level,magnitude,duration_weeks,volume_condition,missingness_condition,repetition,seed,start_index,end_index,injected_weeks,status
B000033093,pytest-dev/pytest,metric_shift,rerun_rate,1,low,"{""rerun_rate"": 0.05}",4,observed,none,89,8025086140042390487,48.0,51.0,"[""2026-05-25"", ""2026-06-01"", ""2026-06-08"", ""2026-06-15""]",evaluable
B000033094,pytest-dev/pytest,metric_shift,rerun_rate,1,low,"{""rerun_rate"": 0.05}",4,observed,none,90,4412595487521532552,39.0,42.0,"[""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13""]",evaluable
B000033095,pytest-dev/pytest,metric_shift,rerun_rate,1,low,"{""rerun_rate"": 0.05}",4,observed,none,91,6570966024115334141,40.0,43.0,"[""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20""]",evaluable
B000033096,pytest-dev/pytest,metric_shift,rerun_rate,1,low,"{""rerun_rate"": 0.05}",4,observed,none,92,5907612862381831481,40.0,43.0,"[""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20""]",evaluable
B000033097,pytest-dev/pytest,metric_shift,rerun_rate,1,low,"{""rerun_rate"": 0.05}",4,observed,none,93,13685429243019511190,52.0,55.0,"[""2026-06-22"", ""2026-06-29"", ""2026-07-06"", ""2026-07-13""]",evaluable
B000033098,pytest-dev/pytest,metric_shift,rerun_rate,1,low,"{""rerun_rate"": 0.05}",4,observed,none,94,11471644102555834730,18.0,21.0,"[""2025-10-27"", ""2025-11-03"", ""2025-11-10"", ""2025-11-17""]",evaluable
B000033099,pytest-dev/pytest,metric_shift,rerun_rate,1,low,"{""rerun_rate"": 0.05}",4,observed,none,95,959616345111169741,32.0,35.0,"[""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23""]",evaluable
B000033100,pytest-dev/pytest,metric_shift,rerun_rate,1,low,"{""rerun_rate"": 0.05}",4,observed,none,96,2713014294845778821,37.0,40.0,"[""2026-03-09"", ""2026-03-16"", ""2026-03-23"", ""2026-03-30""]",evaluable
B000033101,pytest-dev/pytest,metric_shift,rerun_rate,1,low,"{""rerun_rate"": 0.05}",4,observed,none,97,9715916354634199094,52.0,55.0,"[""2026-06-22"", ""2026-06-29"", ""2026-07-06"", ""2026-07-13""]",evaluable
B000033102,pytest-dev/pytest,metric_shift,rerun_rate,1,low,"{""rerun_rate"": 0.05}",4,observed,none,98,16822475391252267854,31.0,34.0,"[""2026-01-26"", ""2026-02-02"", ""2026-02-09"", ""2026-02-16""]",evaluable
B000033103,pytest-dev/pytest,metric_shift,rerun_rate,1,low,"{""rerun_rate"": 0.05}",4,observed,none,99,15185312641359990081,19.0,22.0,"[""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24""]",evaluable
B000033104,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,0,6221115244396459445,43.0,46.0,"[""2026-04-20"", ""2026-04-27"", ""2026-05-04"", ""2026-05-11""]",evaluable
B000033105,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,1,4593624935340304277,23.0,26.0,"[""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22""]",evaluable
B000033106,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,2,13300360330186214441,43.0,46.0,"[""2026-04-20"", ""2026-04-27"", ""2026-05-04"", ""2026-05-11""]",evaluable
B000033107,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,3,13678658168490745643,30.0,33.0,"[""2026-01-19"", ""2026-01-26"", ""2026-02-02"", ""2026-02-09""]",evaluable
B000033108,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,4,5912043141139902907,23.0,26.0,"[""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22""]",evaluable
B000033109,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,5,6561328956097895095,19.0,22.0,"[""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24""]",evaluable
B000033110,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,6,10792019284785180663,18.0,21.0,"[""2025-10-27"", ""2025-11-03"", ""2025-11-10"", ""2025-11-17""]",evaluable
B000033111,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,7,6399802999516164575,37.0,40.0,"[""2026-03-09"", ""2026-03-16"", ""2026-03-23"", ""2026-03-30""]",evaluable
B000033112,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,8,5987113564165089998,54.0,57.0,"[""2026-07-06"", ""2026-07-13"", ""2026-07-20"", ""2026-07-27""]",evaluable
B000033113,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,9,4545085304060916989,43.0,46.0,"[""2026-04-20"", ""2026-04-27"", ""2026-05-04"", ""2026-05-11""]",evaluable
B000033114,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,10,3621721367343492865,37.0,40.0,"[""2026-03-09"", ""2026-03-16"", ""2026-03-23"", ""2026-03-30""]",evaluable
B000033115,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,11,10092940916080727640,39.0,42.0,"[""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13""]",evaluable
B000033116,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,12,6417547511911935948,49.0,52.0,"[""2026-06-01"", ""2026-06-08"", ""2026-06-15"", ""2026-06-22""]",evaluable
B000033117,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,13,363922356681352042,18.0,21.0,"[""2025-10-27"", ""2025-11-03"", ""2025-11-10"", ""2025-11-17""]",evaluable
B000033118,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,14,162378116288786389,14.0,17.0,"[""2025-09-29"", ""2025-10-06"", ""2025-10-13"", ""2025-10-20""]",evaluable
B000033119,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,15,7846793609001896948,33.0,36.0,"[""2026-02-09"", ""2026-02-16"", ""2026-02-23"", ""2026-03-02""]",evaluable
B000033120,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,16,2666133934660746318,54.0,57.0,"[""2026-07-06"", ""2026-07-13"", ""2026-07-20"", ""2026-07-27""]",evaluable
B000033121,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,17,14153782862701878827,33.0,36.0,"[""2026-02-09"", ""2026-02-16"", ""2026-02-23"", ""2026-03-02""]",evaluable
B000033122,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,18,12336255817490482848,36.0,39.0,"[""2026-03-02"", ""2026-03-09"", ""2026-03-16"", ""2026-03-23""]",evaluable
B000033123,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,19,8033285467830978081,19.0,22.0,"[""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24""]",evaluable
B000033124,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,20,16955286220660858397,22.0,25.0,"[""2025-11-24"", ""2025-12-01"", ""2025-12-08"", ""2025-12-15""]",evaluable
B000033125,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,21,8207975987014401786,25.0,28.0,"[""2025-12-15"", ""2025-12-22"", ""2025-12-29"", ""2026-01-05""]",evaluable
B000033126,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,22,16273109667093914428,45.0,48.0,"[""2026-05-04"", ""2026-05-11"", ""2026-05-18"", ""2026-05-25""]",evaluable
B000033127,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,23,852145483462715222,34.0,37.0,"[""2026-02-16"", ""2026-02-23"", ""2026-03-02"", ""2026-03-09""]",evaluable
B000033128,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,24,5664199353595595120,39.0,42.0,"[""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13""]",evaluable
B000033129,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,25,7026138736171352972,27.0,30.0,"[""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19""]",evaluable
B000033130,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,26,15574404987164641287,35.0,38.0,"[""2026-02-23"", ""2026-03-02"", ""2026-03-09"", ""2026-03-16""]",evaluable
B000033131,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,27,17593511864540424578,15.0,18.0,"[""2025-10-06"", ""2025-10-13"", ""2025-10-20"", ""2025-10-27""]",evaluable
B000033132,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,28,7987852357582017065,55.0,58.0,"[""2026-07-13"", ""2026-07-20"", ""2026-07-27"", ""2026-08-03""]",evaluable
B000033133,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,29,785272651053327302,33.0,36.0,"[""2026-02-09"", ""2026-02-16"", ""2026-02-23"", ""2026-03-02""]",evaluable
B000033134,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,30,17836247916335530877,27.0,30.0,"[""2025-12-29"", ""2026-01-05"", ""2026-01-12"", ""2026-01-19""]",evaluable
B000033135,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,31,6470328981517469509,40.0,43.0,"[""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20""]",evaluable
B000033136,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,32,6487837217521024000,41.0,44.0,"[""2026-04-06"", ""2026-04-13"", ""2026-04-20"", ""2026-04-27""]",evaluable
B000033137,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,33,16738040262937065310,54.0,57.0,"[""2026-07-06"", ""2026-07-13"", ""2026-07-20"", ""2026-07-27""]",evaluable
B000033138,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,34,9370217009832465272,37.0,40.0,"[""2026-03-09"", ""2026-03-16"", ""2026-03-23"", ""2026-03-30""]",evaluable
B000033139,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,35,8603899490160615073,40.0,43.0,"[""2026-03-30"", ""2026-04-06"", ""2026-04-13"", ""2026-04-20""]",evaluable
B000033140,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,36,13973714205233303443,51.0,54.0,"[""2026-06-15"", ""2026-06-22"", ""2026-06-29"", ""2026-07-06""]",evaluable
B000033141,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,37,7716973393296415648,19.0,22.0,"[""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24""]",evaluable
B000033142,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,38,292225365111989282,33.0,36.0,"[""2026-02-09"", ""2026-02-16"", ""2026-02-23"", ""2026-03-02""]",evaluable
B000033143,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,39,17184240244783078248,54.0,57.0,"[""2026-07-06"", ""2026-07-13"", ""2026-07-20"", ""2026-07-27""]",evaluable
B000033144,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,40,7922313553066510742,26.0,29.0,"[""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12""]",evaluable
B000033145,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,41,4042093972586029698,49.0,52.0,"[""2026-06-01"", ""2026-06-08"", ""2026-06-15"", ""2026-06-22""]",evaluable
B000033146,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,42,1025761778821145299,20.0,23.0,"[""2025-11-10"", ""2025-11-17"", ""2025-11-24"", ""2025-12-01""]",evaluable
B000033147,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,43,10595055629772881940,36.0,39.0,"[""2026-03-02"", ""2026-03-09"", ""2026-03-16"", ""2026-03-23""]",evaluable
B000033148,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,44,4120085428285259216,51.0,54.0,"[""2026-06-15"", ""2026-06-22"", ""2026-06-29"", ""2026-07-06""]",evaluable
B000033149,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,45,5043134930141046954,29.0,32.0,"[""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02""]",evaluable
B000033150,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,46,4709344176758870152,16.0,19.0,"[""2025-10-13"", ""2025-10-20"", ""2025-10-27"", ""2025-11-03""]",evaluable
B000033151,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,47,2818325574803710572,18.0,21.0,"[""2025-10-27"", ""2025-11-03"", ""2025-11-10"", ""2025-11-17""]",evaluable
B000033152,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,48,755902240856963030,16.0,19.0,"[""2025-10-13"", ""2025-10-20"", ""2025-10-27"", ""2025-11-03""]",evaluable
B000033153,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,49,11795199840764790111,34.0,37.0,"[""2026-02-16"", ""2026-02-23"", ""2026-03-02"", ""2026-03-09""]",evaluable
B000033154,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,50,7237374076474759840,33.0,36.0,"[""2026-02-09"", ""2026-02-16"", ""2026-02-23"", ""2026-03-02""]",evaluable
B000033155,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,51,8664727291150966059,52.0,55.0,"[""2026-06-22"", ""2026-06-29"", ""2026-07-06"", ""2026-07-13""]",evaluable
B000033156,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,52,10257315261470228845,47.0,50.0,"[""2026-05-18"", ""2026-05-25"", ""2026-06-01"", ""2026-06-08""]",evaluable
B000033157,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,53,17775165138332635316,19.0,22.0,"[""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24""]",evaluable
B000033158,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,54,17129331079825563580,38.0,41.0,"[""2026-03-16"", ""2026-03-23"", ""2026-03-30"", ""2026-04-06""]",evaluable
B000033159,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,55,6160841169583616458,44.0,47.0,"[""2026-04-27"", ""2026-05-04"", ""2026-05-11"", ""2026-05-18""]",evaluable
B000033160,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,56,11353652894233700655,20.0,23.0,"[""2025-11-10"", ""2025-11-17"", ""2025-11-24"", ""2025-12-01""]",evaluable
B000033161,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,57,14570038079768680742,39.0,42.0,"[""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13""]",evaluable
B000033162,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,58,13932731395296075223,53.0,56.0,"[""2026-06-29"", ""2026-07-06"", ""2026-07-13"", ""2026-07-20""]",evaluable
B000033163,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,59,1560539989558923370,39.0,42.0,"[""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13""]",evaluable
B000033164,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,60,15741831389825077162,49.0,52.0,"[""2026-06-01"", ""2026-06-08"", ""2026-06-15"", ""2026-06-22""]",evaluable
B000033165,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,61,4186983210087576020,35.0,38.0,"[""2026-02-23"", ""2026-03-02"", ""2026-03-09"", ""2026-03-16""]",evaluable
B000033166,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,62,16870051455022956542,14.0,17.0,"[""2025-09-29"", ""2025-10-06"", ""2025-10-13"", ""2025-10-20""]",evaluable
B000033167,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,63,5424990403961884160,15.0,18.0,"[""2025-10-06"", ""2025-10-13"", ""2025-10-20"", ""2025-10-27""]",evaluable
B000033168,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,64,6349077386154812973,46.0,49.0,"[""2026-05-11"", ""2026-05-18"", ""2026-05-25"", ""2026-06-01""]",evaluable
B000033169,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,65,3948936296661053051,19.0,22.0,"[""2025-11-03"", ""2025-11-10"", ""2025-11-17"", ""2025-11-24""]",evaluable
B000033170,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,66,4112048181753952104,53.0,56.0,"[""2026-06-29"", ""2026-07-06"", ""2026-07-13"", ""2026-07-20""]",evaluable
B000033171,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,67,10380620181156965813,32.0,35.0,"[""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23""]",evaluable
B000033172,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,68,6678174156118493403,17.0,20.0,"[""2025-10-20"", ""2025-10-27"", ""2025-11-03"", ""2025-11-10""]",evaluable
B000033173,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,69,14435182596633804092,29.0,32.0,"[""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02""]",evaluable
B000033174,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,70,15700896359860909711,48.0,51.0,"[""2026-05-25"", ""2026-06-01"", ""2026-06-08"", ""2026-06-15""]",evaluable
B000033175,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,71,5548811319394617968,41.0,44.0,"[""2026-04-06"", ""2026-04-13"", ""2026-04-20"", ""2026-04-27""]",evaluable
B000033176,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,72,9825909484960994981,44.0,47.0,"[""2026-04-27"", ""2026-05-04"", ""2026-05-11"", ""2026-05-18""]",evaluable
B000033177,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,73,9738704372084513889,23.0,26.0,"[""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22""]",evaluable
B000033178,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,74,15864535499778574881,36.0,39.0,"[""2026-03-02"", ""2026-03-09"", ""2026-03-16"", ""2026-03-23""]",evaluable
B000033179,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,75,6304149193708849409,32.0,35.0,"[""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23""]",evaluable
B000033180,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,76,11785859504839989868,25.0,28.0,"[""2025-12-15"", ""2025-12-22"", ""2025-12-29"", ""2026-01-05""]",evaluable
B000033181,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,77,7621479841122802714,39.0,42.0,"[""2026-03-23"", ""2026-03-30"", ""2026-04-06"", ""2026-04-13""]",evaluable
B000033182,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,78,6581667573202280086,51.0,54.0,"[""2026-06-15"", ""2026-06-22"", ""2026-06-29"", ""2026-07-06""]",evaluable
B000033183,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,79,2194937131781735182,49.0,52.0,"[""2026-06-01"", ""2026-06-08"", ""2026-06-15"", ""2026-06-22""]",evaluable
B000033184,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,80,3404329195776207822,52.0,55.0,"[""2026-06-22"", ""2026-06-29"", ""2026-07-06"", ""2026-07-13""]",evaluable
B000033185,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,81,14469772170694461100,16.0,19.0,"[""2025-10-13"", ""2025-10-20"", ""2025-10-27"", ""2025-11-03""]",evaluable
B000033186,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,82,15317466629633468748,14.0,17.0,"[""2025-09-29"", ""2025-10-06"", ""2025-10-13"", ""2025-10-20""]",evaluable
B000033187,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,83,16331085499155289447,32.0,35.0,"[""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23""]",evaluable
B000033188,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,84,8830446546211396994,20.0,23.0,"[""2025-11-10"", ""2025-11-17"", ""2025-11-24"", ""2025-12-01""]",evaluable
B000033189,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,85,1841419595743929981,22.0,25.0,"[""2025-11-24"", ""2025-12-01"", ""2025-12-08"", ""2025-12-15""]",evaluable
B000033190,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,86,14442964405515796942,32.0,35.0,"[""2026-02-02"", ""2026-02-09"", ""2026-02-16"", ""2026-02-23""]",evaluable
B000033191,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,87,4809353731480814444,15.0,18.0,"[""2025-10-06"", ""2025-10-13"", ""2025-10-20"", ""2025-10-27""]",evaluable
B000033192,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,88,2134776596682193010,14.0,17.0,"[""2025-09-29"", ""2025-10-06"", ""2025-10-13"", ""2025-10-20""]",evaluable
B000033193,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,89,6787809846144870659,23.0,26.0,"[""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22""]",evaluable
B000033194,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,90,10847957460945138766,29.0,32.0,"[""2026-01-12"", ""2026-01-19"", ""2026-01-26"", ""2026-02-02""]",evaluable
B000033195,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,91,6029766374000907609,23.0,26.0,"[""2025-12-01"", ""2025-12-08"", ""2025-12-15"", ""2025-12-22""]",evaluable
B000033196,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,92,5372827083018618372,26.0,29.0,"[""2025-12-22"", ""2025-12-29"", ""2026-01-05"", ""2026-01-12""]",evaluable
B000033197,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,93,1557480268037233544,42.0,45.0,"[""2026-04-13"", ""2026-04-20"", ""2026-04-27"", ""2026-05-04""]",evaluable
B000033198,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,94,12883577688902151665,45.0,48.0,"[""2026-05-04"", ""2026-05-11"", ""2026-05-18"", ""2026-05-25""]",evaluable
B000033199,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,95,13190264902228313697,45.0,48.0,"[""2026-05-04"", ""2026-05-11"", ""2026-05-18"", ""2026-05-25""]",evaluable
B000033200,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,96,9062318512495056752,18.0,21.0,"[""2025-10-27"", ""2025-11-03"", ""2025-11-10"", ""2025-11-17""]",evaluable
B000033201,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,97,11596974974841941392,36.0,39.0,"[""2026-03-02"", ""2026-03-09"", ""2026-03-16"", ""2026-03-23""]",evaluable
B000033202,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,98,1113528478883822609,53.0,56.0,"[""2026-06-29"", ""2026-07-06"", ""2026-07-13"", ""2026-07-20""]",evaluable
B000033203,pytest-dev/pytest,metric_shift,rerun_rate,1,medium,"{""rerun_rate"": 0.1}",4,observed,none,99,3380021160262033832,36.0,39.0,"[""2026-03-02"", ""2026-03-09"", ""2026-03-16"", ""2026-03-23""]",evaluable
B000033204,pytest-dev/pytest,metric_shift,rerun_rate,1,high,"{""rerun_rate"": 0.2}",4,observed,none,0,18036973516499533861,47.0,50.0,"[""2026-05-18"", ""2026-05-25"", ""2026-06-01"", ""2026-06-08""]",evaluable
B000033205,pytest-dev/pytest,metric_shift,rerun_rate,1,high,"{""rerun_rate"": 0.2}",4,observed,none,1,13425348276150730841,50.0,53.0,"[""2026-06-08"", ""2026-06-15"", ""2026-06-22"", ""2026-06-29""]",evaluable
