repo_full,split,detector_family,detector_variant,metric,window_weeks,window_role,threshold,threshold_role,persistence_weeks,persistence_role,total_weeks,evaluable_weeks,excluded_weeks,alarm_weeks,alarm_prevalence,episode_count,total_episode_weeks,median_episode_duration_weeks,maximum_episode_duration_weeks,median_alarm_magnitude,maximum_alarm_magnitude,external_scoring_eligible,interpretation
pytest-dev/pytest,external_evaluation,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,1,sensitivity,46,46,0,9,0.1956521739130435,5,9,1.0,3.0,5.626189706050051,18.618504091513024,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,1,sensitivity,19,19,0,2,0.10526315789473684,2,2,1.0,1.0,8.751419902157071,13.122197304536538,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,1,sensitivity,4,4,0,2,0.5,2,2,1.0,1.0,8.896807591828338,10.80790937171276,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,1,sensitivity,36,23,13,1,0.043478260869565216,1,1,1.0,1.0,25.84740378940678,25.84740378940678,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,2,primary,46,45,1,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,2,primary,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,2,primary,36,22,14,4,0.18181818181818182,1,4,4.0,4.0,5.781806637534634,8.28060684258533,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,2,primary,46,45,1,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,2,primary,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,2,primary,36,22,14,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,2,primary,46,45,1,4,0.08888888888888889,2,4,2.0,2.0,9.602534445052534,18.618504091513024,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,2,primary,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,2,primary,36,22,14,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,3,sensitivity,46,44,2,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,3,sensitivity,36,21,15,3,0.14285714285714285,1,3,3.0,3.0,6.356560004731613,8.28060684258533,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,3,sensitivity,46,44,2,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,3,sensitivity,36,21,15,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,3,sensitivity,46,44,2,2,0.045454545454545456,2,2,1.0,1.0,9.427380916791702,14.306243457146126,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,3,sensitivity,36,21,15,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,4,sensitivity,46,43,3,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,4,sensitivity,36,20,16,2,0.1,1,2,2.0,2.0,5.135753741180982,6.356560004731613,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,4,sensitivity,46,43,3,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,4,sensitivity,36,20,16,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,4,sensitivity,46,43,3,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,latency_log,latency_log,13,primary,3.5,sensitivity,4,sensitivity,36,20,16,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,1,sensitivity,46,46,0,5,0.10869565217391304,4,5,1.0,2.0,3.921574809606326,4.3374919456902585,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,1,sensitivity,19,19,0,1,0.05263157894736842,1,1,1.0,1.0,18.3338402155632,18.3338402155632,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,1,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,1,sensitivity,36,23,13,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,1,sensitivity,46,46,0,3,0.06521739130434782,3,3,1.0,1.0,5.991064981233288,6.688956122495133,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,1,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,1,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,1,sensitivity,36,23,13,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,1,sensitivity,46,46,0,1,0.021739130434782608,1,1,1.0,1.0,4.252224353222015,4.252224353222015,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,1,sensitivity,19,19,0,3,0.15789473684210525,2,3,1.5,2.0,3.742027082879615,7.072157418804079,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,1,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,1,sensitivity,36,23,13,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,2,primary,46,45,1,1,0.022222222222222223,1,1,1.0,1.0,3.921574809606326,3.921574809606326,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,2,primary,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,2,primary,36,22,14,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,2,primary,46,45,1,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,2,primary,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,2,primary,36,22,14,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,2,primary,46,45,1,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,2,primary,19,19,0,1,0.05263157894736842,1,1,1.0,1.0,7.072157418804079,7.072157418804079,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,2,primary,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,2,primary,36,22,14,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,3,sensitivity,46,44,2,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,3,sensitivity,36,21,15,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,3,sensitivity,46,44,2,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,3,sensitivity,36,21,15,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,3,sensitivity,46,44,2,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,3,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,3,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,3,sensitivity,36,21,15,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,4,sensitivity,46,43,3,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,4,sensitivity,36,20,16,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,4,sensitivity,46,43,3,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,4,sensitivity,36,20,16,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,4,sensitivity,46,43,3,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
tektoncd/pipeline,holdout,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,4,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,purge,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,4,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
tektoncd/pipeline,train,causal_rolling_mad,failure_rate,failure_rate,13,primary,3.5,sensitivity,4,sensitivity,36,20,16,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
containerd/containerd,external_evaluation,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.5,sensitivity,1,sensitivity,46,46,0,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
docker/cli,holdout,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.5,sensitivity,1,sensitivity,19,19,0,1,0.05263157894736842,1,1,1.0,1.0,5.922183017036058,5.922183017036058,False,"detector signal, not ground truth"
docker/cli,purge,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.5,sensitivity,1,sensitivity,4,4,0,1,0.25,1,1,1.0,1.0,6.515426114675644,6.515426114675644,False,"detector signal, not ground truth"
docker/cli,train,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.5,sensitivity,1,sensitivity,36,23,13,4,0.17391304347826086,1,4,4.0,4.0,19.37791161008233,102.16286703538766,False,"detector signal, not ground truth"
helm/helm,external_evaluation,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.5,sensitivity,1,sensitivity,46,46,0,4,0.08695652173913043,3,4,1.0,2.0,3.927916775775472,4.043896011054022,True,"detector signal, not ground truth"
prometheus/prometheus,holdout,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.5,sensitivity,1,sensitivity,19,19,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,purge,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.5,sensitivity,1,sensitivity,4,4,0,0,0.0,0,0,,,,,False,"detector signal, not ground truth"
prometheus/prometheus,train,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.5,sensitivity,1,sensitivity,36,23,13,3,0.13043478260869565,2,3,1.5,2.0,4.274794211896545,4.376397848365001,False,"detector signal, not ground truth"
pytest-dev/pytest,external_evaluation,causal_rolling_mad,rerun_rate,rerun_rate,13,primary,3.5,sensitivity,1,sensitivity,46,7,39,0,0.0,0,0,,,,,True,"detector signal, not ground truth"
